id,message,original,genre
1787,which radio station should I listen to to find out information about someone who went to get medical care in Saint-Domingue?,Nan ki radyo nou ka tande lis non moun ki al pran swen sendomeng yo?,direct
1788,our little house is crushed on us god please rain does not come on us,on ti kay li kraze sou nou Bondye pou nou la pli pa ank vini. ESKE,direct
1789,"When will I find that job because the earthquakes are not finished, when they finish I don't find ?notes? available beside me. When it's finished I don't have a house, it's rubble.",Men kil map jwenn job sa paske tranbleman dete ya poko fini la fini tou m pa jwenn net ki disponib b kotem ye ya la fini m pa gen kay kay mwen kraze m,direct
1790,this is a messge framgment but his saying that he has an aunt in NY and if she askes for a mvissa for him for cananda will he get it,pdi fanmim ki tavm sel mwen ki pou kont mwen apri sa se new york m gen yon matant ske sil ta al mande viza pou mwen pou kanada eske yap bali li pou,direct
1791,"me, because i don't have anybody anymore to help me, i'hungry, i'm thursty, i have nowhere to sleep",mwen paske m pa gen moun ank ki pou edem m grangou m swaf m pa gen kote poum demi,direct
1792,"carrefour in the zone sapotille, the situation is really complicated, it is important go towards the green zones. we hope that you all","Carrefour dans la zone sapotille la situation est vraiment compliquee, il est important de tourner les yeux vers cette zone. Nous esperons que vous all",direct
1793,I have no mother or father. My life is destroyed I cannot live like this. My aunt lives in Boston. She wants me with her.,"Mwen pa gen mammam mwen pagen papa. Mwen tap viv yon vi difisil, jodia lavim enposib. Mwen gen matant mwen ki ameriken lap viv boston. Li ta vlem b kotel",direct
1794,".. . It's 1 fr?m who told me that I shouldn't go up now because I can't take anything with me. Furthermore, all my house are destroyed, it's almost. .. ","n. Se 1 ti from ki te nan kay la ki dim mwen pa menm bezwen monte kounye a paske mwen p ap ka pran anyen. lafini mwen isit la tout mi kay yo kraze, se prsk",direct
1795,We are four different families staying at one small place. We have two wounded.,"Nou reyini yon ti kote se 4 famiy ki yon sel kote, nou gen 2 blese",direct
1796,"I have a member with injuries wiht me, we cannot help that person, since we've lost everything. please help.",ak yon malad nou pa gen anyen tout sa n te genyen anba blok nap do,direct
1797,we are in the streets with no tents it's cold especially for the children.,mi nan lari et nou pa gen tant fredi ap manje sak pi piti yo tanpri,direct
1798,"their shooting, which is the reason my parents are seeking Assylum in Canada. At present all the convicts have escaped please help us."," tiye nou, se youn nan rezon ki fe paran nou tal mande azil o Canada, men kou nya tout krimin al sa yo lage. Mwen ta renme n nou ede nou, ( p ou nou ta ede",direct
1799,We are AFS ( Association Women without roof ) We need expertise for all house that have no roof that have not fallen especially houses that are on Lazarre Street.,NOU SE AFS ( ASSOCIATION FANM NAN SHADA NOU BESOIN EXPERTISE POU TOUT MAISON KI NAN SHADA KI PA TOMBE SPECIALEMENT KAY KI NAN RUE LAZARRE,direct
1800,Please think about Ruelle Saint Fleur still in Carrefour,ez penser a ruelle Saint Fleur toujours a carrefour,direct
1801,Where can the people in Leogane find food.,Ki kote wap bay moun leogan manje,direct
1802,When will the American Airlines respond? ,Kil vol american airlines ap reprann?,direct
1803,need information about the Switzerland visa,svp m tb renmen plis enfomasyon sou viza lasuise mesi melodi frantz,direct
1804,I would like to get some information please,C'est pour recevoir des informations,direct
1805,how can we find help for plane 430 family victims in bizoton 51 under carrefour,Ki jan nou ka jwenn ed pou anviron 430 fanmi ki viktim nan bizoton 51 sous rout kafou. se : laroche stanley.,direct
1806,I need to have info on the help available in Pernier 68 ( Fatima ),"Je suis Jean Garry Bonheur, un responsable des victimes  pernier 68 ( fatima ). Je veux des informations sur les aides disponibles.",direct
1807,I would like more information about earthquake. ,Mwen ta renmen gen plis info sou trembleman ta a.,direct
1808,When will the government offices open again?,kil biwo leta yo ap repran aktivite,direct
1809,Where can victims go get a visa so they can go to Santo Domingo?,KI KOTE POU MOUN KI VICTIME YO AL PRAN VISA POU YO KA AL ST DOMING,direct
1811,what help is available for people in Carrefour?,ki l d yo ap disponib pou moun k-fou,direct
1812,"I would like to know, is the american planning on occupy Haiti. We see the pictures if its true then why/ ture",yon bagay mwen ta renmen konen eske ameriken gen nan tet yo pou okipe nou. m tande yo di li yon ale an pwovins yo f foto yo eske se vre si se vre poukisa?,direct
1813,is iy possible for someone to leave the country easily if they have relatives in canada?,tanpri eske li posib pou yon moun ki gen proch li kanadyen kite peyi a fasilman.,direct
1814,I would like to know if it is true that there will be another earthquake tomorrow of a higher magnitude than the one of January 12th?,J'aimerais savoir que si est-ce vrai que demain le seisme passera  un degr suprieur que celui du mardi 12 dernier?,direct
1816,Where would we find a doctor for the kids that fell in school near the Chaple?,Ki cote nap jwen doct pou timoun n ki te nan lecol ki tonbe ki chape yo?,direct
1817,I thank you for all your efforts to inform the people. I'm asking you to ask the transfer office to be fixed up quickly for family living in foreign countries can. .. ,Mwen remsi nou pou tou t ef nap fe pou enfme pap la. map mande nou mande biwo transf yo fe yon ti amenajman prese prese pou fanmi aletranje yo ka soul,direct
1818,.. . Port au Prince now we can't stay because of the earthquake we returned to Gonaives in an area call Kanal Bwa where. ..,rt-au-prince koulye nou oblije paka rete akoz pwoblem tranbleman de ta a ki te pase a kouly a nou retounen Gonaive nan yon zon yo rele kanal bwa kote k,direct
1822,We need water and food at carrefor mon repos 38 at the national gas station,we need wather n food at carrefour mon repos 38 pompe nationale,direct
1823,We're near Le Lambi in Grande Saline and untill now we havent found any help yet. We're hungry,"NOU TROUVE NOU NAN ZONE LE LAMBI, GRANDE SALINE JUSKA PREZAN NOU PA JANM WE PESONN VINN VIZITE NOU. NAP MOURI NAN ZON NAN AK GRANGOU. TANPRI FE YON KICHOY",direct
1825,I have a Haitian Passport. I want to leave the country. What country will accept me in?,J AI UN PASPORT HAITEN JE VEUX QUITTER LE PAY QUEL PAYS CAPABLE DE M ACCEUILLIR,direct
1826,Please I would most like information about a Swiss or French visa,svp m tb renmen plis enfomasyon sou viza lasuise mesi frantz,direct
1827,I'm a chauffeur. I need work.,Mwen se yon chof mwen bezwen travay,direct
1828,"We are in Kenscoff, the earth quake hit us. We need to eat, need tent, clothes, blankets. at nights werewolfs could get us.",Nou nan kenskf tranblemann te ya frape nou fe nou bezwen manje tant rad lan dra pounou f fas avek lamiz seren nwit lougarou malfkt kap nwi nou chak,direct
1829,I'm sending this message to see what you can do for me.,envoie donc ce message pour voir ce que vous pouvez faire pour moi,direct
1830,"Staying in the street and us, we never got anything Thanks",rete nan laria epi nou menm pa janm jwenn anyen. Mesi,direct
1831,Hello please i would like information,Bonjou silvouple mwen ta renmen gen ti enfomasyon,direct
1832,"I am in a very hard situation, I am a student who is in ","Mwen nan yon sityasyon ki difisil anpil, se yon etidyan ki nan sce c",direct
1835,Hello. I live in Leogane. My house is destroyed and my family and I are sleeping in the street. We are hungry and haven't found food to eat. Help me please.,Bonswa mwen rete Leyogan kay mwen kwaze se nan lari map demi ak fanmi m epi nou nan grangou nou pa jwenn manje pou nou manje ede m svp mesi,direct
1836,Message received. Message received. Message received.,Message received. Message recu. Mesaj ou ale,direct
1837,Give a bit of information about the school year,Ban yon ti enfomasyon konsenan ane eskol,direct
1838,Hi. I'd like to know which artist which died.,Bonjou m ta renmen konnen ki artiste ki mouri,direct
1839,I would like to hear more about the earthquake. I am listening to thoman in Gantye,M ta renmen konnen kil seyism lan ap pran fen souple. Map koute Thoman nan Gantye.,direct
1840,hello how are you i would like some information please,Bonjour koman nou ye mwen ta renmen jwenn yon ti enfomasyon.,direct
1841,"According to what I've heard, no other countries are coming, only america. Is america going to take us or help us?",Dapri sa map tande mwen patande okenn lot peyi ent veni selman ameriken eske ameriken apran peyi a oubyen yap edenou?,direct
1842,I want to find information on the earthquake.,Mwen vle jwenn enfomasyon sou sekous tranbleman t.,direct
1843,I am listening to you and would like some information. ,Map koute nou. mwen ta renmen yon ti enfomasyon,direct
1844,Information about visa for Canada.,Enfomasyon sou visa kanada ap bay yo?,direct
1845,I need to know if Haiti is going back to occupation again,Mwen bezwen konnen eske ayiti tounen sou okipasyon ank.,direct
1846,Tell me about areplike what does that mean ,F yon tipalem de replik la sasa vle di,direct
1847,I am a survivor of the earthquake. I came to Lagonave. We don't have water nor food. Please help us,Salu m se yon reskape mwen ale lagonave nou pagen dlo manje si nou ka fe yon bagay pou nou svp,direct
1848,I want to know some information,SE KEK ENFOMASYON MWEN VLE KONNEN.,direct
1849,we are a student union in belok leogane. we have not found up till now food for the population. pleas give an ans adress where we can find food.,"Bonjour, eske nou men assosiasion etudian nan belok leogane nou pa jwen manje jiska mentenan pou pnpilasion an ba nou yon adres ki kote pou nou jwen manje a. mesi",direct
1850,Please send a message letting me know if we can travel to Santo Domingo without a visa. Thank you,Voye mesaj pou kesyon ale sendomeng san viza a svp.,direct
1851,"Hello. I'm at Leogane in the Danpis shelter under route 9 where the Marines base is. We have all s?t. need food, water, atike for toilette, etc. thanks.","Bonjou mwen nan Leyogan nan yon abri Danpis sou wout nef la b baz Marines yo nou gen tout sit beswen manje, dlo, atik pou twalet, len, tank, matla. mesi deja",direct
1852,"They predict one aftershock this weekend. According to experts, it will be stronger than the one on January 12. Can I do a credit check? ",Yo prevwa 1 sekous pou wikend sa. Selon eksp yo lap pi f ke sa ki te pase 12 janvye a. Eske m kaf infomasyon kredi.,direct
1853,Good morning. This is an animator of Caraibes Radio. I would like to pass on some news. ,Bonjour animateur radior caraibe mwen tevle pase a nose,direct
1854,The commercial bank will be open. Thank You.,bank komasyal yo ap ouv. Mesi,direct
1855,"Good Morning, I'd like to know how's the weather?","Bonjou, mwen ta renmen kon nen koman tan an ye",direct
1856,Where is located the embassy of Senegal in Haiti?,Ou est situ l'ambassade du Senegal en Haiti,direct
1857,I need more information on the quake. ya ok?,Mwen bezwen plis enfomasyon sou tranbleman de te ya ok,direct
1858,I am dying of hunger. .. Christ is coming ,Map mouri grangou sou kont nou. ( CHRIST revient ),direct
1859,How can you help us find some food. Hunger is killing us here. Thank you in advance. Im couinting on you,a konnen koman nou ka edem jwenn yon ti d paske lafen ap touye nou nan zon nou ye a. Mesi davans. Mwen konte sou nou.,direct
1860,Please I would like to know what is going to be done to help the university students complete their studies because almost all the universities have collapsed. ,Sil vou ple mwen ta renmen konnen ki mwanyen yo pral antre prann pou pmt etidyan inivsite yo fin tmine etid yo. paske presque tout inivsite kraze e s,direct
1861,"I have 2 kids, my house is gone, I lived in Carrefour Feuilles, my husband died. I am writing to see what you could do for me and my two kids",Mwen gin de pitit kay mwen kraze mwen terete kafou feil marim mouri mwen ekri nou pou nou w kisa pou nou tafe pou mwen avec de pitit gason m,direct
1863,I would like to know if there are any embassy that are giving out scholarships to haitan students.,"Mw ta renmen konnen eske gen anbasad ki dispoze bous detid gratis pou etidyan ayisyen, si wi site kek pou mw svp. mesi bon travay",direct
